<<<<<<< HEAD
"","...1","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs"
"134",373,"Marine Park 3",32,"High","High",2019,10,"Fall","0-10",53.317,NA,NA,0.005,1.02,0.371,0.63627451,10,0.171064711,5924.815779,116.0135959,109.4773298,4.640189841,114.1175196,187.3793154,2.129118509,1.454348291,511.5064627,NA,NA,NA,NA,1,1,373
"135",375,"Marine Park 3",32,"High","High",2019,10,"Fall","0-10",69.53,NA,NA,0.004,1.895,1.063,0.439050132,10,0.335389502,4706.332683,54.87718169,144.739359,2.988532871,147.7278918,426.3702324,2.070333873,1.115416704,486.4046327,NA,NA,NA,NA,1,1,375
"136",377,"Pelham Bay",33,"High","Low",2019,10,"Fall","0-10",144.388,4,9.926,0.101,2.763,2.11,0.236337315,10,0.933283514,1101.747246,12.31061253,17.15348763,1.002619694,18.15610732,110.3860906,0.887412505,0.675526232,40.67676038,NA,NA,NA,NA,1,0,377
"137",379,"Pelham Bay",33,"High","Low",2019,10,"Fall","0-10",108.946,0.5,0.713,0.574,3.127,2.598,0.16917173,10,0.795420534,760.7755662,8.404683401,6.185104799,0.465430551,6.650535351,59.73101007,0.633774215,0.526816842,114.1871209,NA,NA,NA,NA,1,0,379
"138",381,"Pelham Bay",34,"High","Low",2019,10,"Fall","0-10",135.562,1,2.046,0.165,3.094,2.708,0.124757595,10,1.035148703,1020.029663,13.8976089,13.31799074,0.322950397,13.64094114,85.41695704,0.926838789,0.840773575,203.9724897,NA,NA,NA,NA,1,0,381
"139",383,"Pelham Bay",34,"High","Low",2019,10,"Fall","0-10",146.707,NA,NA,1.076,2.299,2.025,0.119182253,10,1.143760902,795.8005793,11.3890828,7.51650926,0.220857035,7.737366295,64.18838327,0.737121094,0.690637322,62.07777648,NA,NA,NA,NA,1,0,383
"140",385,"Pelham Bay",35,"High","High",2019,10,"Fall","0-10",108.155,0.2,0.167,0.179,2.649,2.202,0.168742922,10,0.790612257,507.7878359,6.548502543,13.73634004,0.209680542,13.94602058,47.48541807,0.881212572,0.861860785,55.61819089,NA,NA,NA,NA,1,1,385
"141",387,"Pelham Bay",35,"High","High",2019,10,"Fall","0-10",145.672,NA,NA,0.049,2.462,2.02,0.179528838,10,1.049433628,634.9919872,6.305947612,12.40897902,0.370597406,12.77957643,58.013359,0.951180523,0.929597218,46.03248608,NA,NA,NA,NA,1,1,387
"142",389,"Pelham Bay",36,"High","High",2019,10,"Fall","0-10",15.299,0.2,0.553,0.25,2.812,2.166,0.22972973,10,0.097247562,593.577313,10.0035775,29.66203862,1.99984089,31.6618795,58.37203601,1.223768159,1.303108518,160.3429683,NA,NA,NA,NA,1,1,389
"143",391,"Pelham Bay",36,"High","High",2019,10,"Fall","0-10",145.038,0.2,0.309,0.239,2.812,2.174,0.22688478,10,0.985496721,907.8208541,10.85587125,13.93200309,0.405591067,14.33759416,72.13839418,0.728928557,0.718667459,107.9334767,NA,NA,NA,NA,1,1,391
>>>>>>> d8df7592c0be7277b9cae19c0e4b59db7253edab
